"id","emp_status","year","laid_off"
810894,1,2010,NA
810897,1,2017,0
810897,1,2018,0
810897,1,2019,0
810897,1,2020,NA
810897,NA,2021,NA
810902,NA,2021,NA
810902,NA,2022,NA
810906,1,2008,0
810906,1,2009,0
810906,1,2010,0
810906,1,2011,NA
810910,1,2008,0
810910,1,2009,0
810910,1,2010,0
810910,1,2011,0
810910,1,2012,0
810910,1,2013,0
810910,1,2014,0
810910,1,2015,0
810910,1,2016,0
810910,1,2017,0
810910,1,2018,0
810910,1,2019,0
810910,1,2020,0
810910,1,2021,0
810910,1,2022,NA
810913,NA,2008,NA
810913,NA,2009,NA
810913,NA,2010,NA
810913,NA,2011,NA
810913,NA,2012,NA
810915,1,2020,0
810915,1,2021,NA
810919,1,2014,0
810919,1,2015,0
810919,1,2016,0
810919,1,2017,0
810919,1,2018,0
810919,1,2019,0
810919,1,2020,0
810919,1,2021,0
810919,1,2022,NA
810920,1,2022,NA
810922,1,2008,0
810922,1,2009,1
810922,0,2010,0
810922,0,2011,0
810922,0,2012,NA
810922,NA,2013,NA
810922,NA,2014,NA
810922,NA,2015,NA
810922,NA,2016,NA
810922,NA,2017,NA
810922,NA,2018,NA
810922,NA,2019,NA
810922,NA,2020,NA
810922,NA,2021,NA
810922,NA,2022,NA
810923,1,2020,NA
810925,1,2014,0
810925,1,2015,0
810925,1,2016,0
810925,1,2017,0
810925,1,2018,0
810925,1,2019,0
810925,1,2020,0
810925,1,2021,0
810925,1,2022,NA
810928,NA,2017,NA
810934,1,2017,NA
810942,NA,2021,NA
810942,NA,2022,NA
810943,NA,2014,NA
810943,NA,2015,NA
810943,1,2016,0
810943,1,2017,0
810943,1,2018,0
810943,1,2019,0
810943,1,2020,0
810943,1,2021,0
810943,1,2022,NA
810946,1,2012,0
810946,1,2013,0
810946,1,2014,0
810946,1,2015,0
810946,1,2016,0
810946,1,2017,0
810946,1,2018,0
810946,1,2019,0
810946,1,2020,NA
810946,NA,2021,NA
810946,NA,2022,NA
810949,1,2008,0
810949,1,2009,0
810949,1,2010,0
810949,1,2011,0
810949,1,2012,0
810949,1,2013,0
810949,1,2014,NA
810952,1,2008,0
810952,1,2009,NA
810953,0,2017,0
810953,0,2018,0
810953,0,2019,0
810953,0,2020,NA
810961,1,2008,0
810961,1,2009,NA
810963,1,2020,0
810963,1,2021,0
810963,1,2022,NA
810971,NA,2008,NA
810971,NA,2009,NA
810971,NA,2010,NA
810971,NA,2011,NA
810971,NA,2012,NA
810971,NA,2013,NA
810971,NA,2014,NA
810971,NA,2015,NA
810971,NA,2016,NA
810971,NA,2017,NA
810971,NA,2018,NA
810971,NA,2019,NA
810971,NA,2020,NA
810971,NA,2021,NA
810971,NA,2022,NA
810972,1,2020,NA
810974,1,2008,0
810974,1,2009,0
810974,1,2010,0
810974,1,2011,NA
810977,0,2017,NA
810983,NA,2012,NA
810983,NA,2013,NA
810983,NA,2014,NA
810983,NA,2015,NA
810983,NA,2016,NA
810983,1,2017,0
810983,1,2018,0
810983,1,2019,0
810983,1,2020,0
810983,1,2021,0
810983,1,2022,NA
810986,1,2008,0
810986,1,2009,0
810986,1,2010,0
810986,1,2011,0
810986,1,2012,0
810986,1,2013,NA
810986,NA,2014,NA
810986,NA,2015,NA
810986,NA,2016,NA
810986,NA,2017,NA
810986,NA,2018,NA
810986,NA,2019,NA
810986,NA,2020,NA
810986,NA,2021,NA
810986,NA,2022,NA
810990,1,2020,0
810990,1,2021,NA
810992,1,2008,0
810992,1,2009,NA
810995,1,2012,0
810995,1,2013,0
810995,1,2014,0
810995,1,2015,0
810995,1,2016,0
810995,1,2017,NA
810998,1,2017,0
810998,1,2018,0
810998,1,2019,0
810998,1,2020,0
810998,1,2021,0
810998,1,2022,NA
811001,NA,2008,NA
811001,NA,2009,NA
811001,NA,2010,NA
811001,NA,2011,NA
811001,NA,2012,NA
811001,NA,2013,NA
811001,NA,2014,NA
811001,NA,2015,NA
811001,NA,2016,NA
811001,NA,2017,NA
811001,NA,2018,NA
811001,NA,2019,NA
811001,NA,2020,NA
811001,NA,2021,NA
811001,NA,2022,NA
811004,1,2008,0
811004,1,2009,0
811004,1,2010,0
811004,1,2011,NA
811005,NA,2022,NA
811007,1,2008,0
811007,1,2009,0
811007,1,2010,0
811007,1,2011,0
811007,1,2012,0
811007,1,2013,NA
811010,NA,2008,NA
811010,NA,2009,NA
811013,0,2012,0
811013,0,2013,0
811013,0,2014,0
811013,1,2015,0
811013,1,2016,0
811013,1,2017,0
811013,1,2018,0
811013,1,2019,0
811013,1,2020,0
811013,1,2021,0
811013,1,2022,NA
811019,1,2012,NA
811026,NA,2008,NA
811026,NA,2009,NA
811026,NA,2010,NA
811026,NA,2011,NA
811026,NA,2012,NA
811026,NA,2013,NA
811026,NA,2014,NA
811026,NA,2015,NA
811026,NA,2016,NA
811026,NA,2017,NA
811026,NA,2018,NA
811026,NA,2019,NA
811026,NA,2020,NA
811026,NA,2021,NA
811026,NA,2022,NA
811029,NA,2008,NA
811029,NA,2009,NA
811029,NA,2010,NA
811029,NA,2011,NA
811029,NA,2012,NA
811029,NA,2013,NA
811029,NA,2014,NA
811029,NA,2015,NA
811029,NA,2016,NA
811029,NA,2017,NA
811029,NA,2018,NA
811029,NA,2019,NA
811029,NA,2020,NA
811029,NA,2021,NA
811029,NA,2022,NA
811039,1,2022,NA
811041,1,2008,0
811041,1,2009,0
811041,1,2010,0
811041,1,2011,0
811041,1,2012,0
811041,1,2013,0
811041,1,2014,0
811041,1,2015,0
811041,1,2016,0
811041,1,2017,0
811041,1,2018,0
811041,1,2019,0
811041,1,2020,0
811041,1,2021,0
811041,1,2022,NA
811044,NA,2008,NA
811044,NA,2009,NA
811044,NA,2010,NA
811044,NA,2011,NA
811044,NA,2012,NA
811044,NA,2013,NA
811044,NA,2014,NA
811047,1,2009,0
811047,1,2010,0
811047,1,2011,0
811047,1,2012,NA
811050,NA,2017,NA
811050,NA,2018,NA
811050,NA,2019,NA
811050,NA,2020,NA
811050,NA,2021,NA
811053,1,2012,0
811053,1,2013,0
811053,1,2014,NA
811053,NA,2015,NA
811053,NA,2016,NA
811053,NA,2017,NA
811053,NA,2018,NA
811053,NA,2019,NA
811053,NA,2020,NA
811053,NA,2021,NA
811053,NA,2022,NA
811062,1,2008,0
811062,1,2009,0
811062,1,2010,0
811062,1,2011,NA
811064,1,2020,0
811064,1,2021,NA
811068,1,2008,0
811068,1,2009,0
811068,1,2010,NA
811071,1,2008,0
811071,1,2009,0
811071,1,2010,0
811071,1,2011,0
811071,1,2012,0
811071,1,2013,0
811071,1,2014,0
811071,1,2015,0
811071,1,2016,0
811071,1,2017,0
811071,1,2018,0
811071,1,2019,0
811071,1,2020,0
811071,1,2021,0
811071,1,2022,NA
811077,NA,2008,NA
811077,NA,2009,NA
811077,NA,2010,NA
811077,NA,2011,NA
811083,1,2014,NA
811087,NA,2008,NA
811087,NA,2009,NA
811087,NA,2010,NA
811087,NA,2011,NA
811087,NA,2012,NA
811087,NA,2013,NA
811087,NA,2014,NA
811090,1,2014,0
811090,1,2015,0
811090,1,2016,0
811090,1,2017,0
811090,1,2018,0
811090,1,2019,0
811090,1,2020,0
811090,1,2021,0
811090,1,2022,NA
811093,NA,2014,NA
811093,NA,2015,NA
811093,NA,2016,NA
811093,1,2017,0
811093,1,2018,0
811093,1,2019,0
811093,1,2020,0
811093,1,2021,0
811093,1,2022,NA
811095,NA,2020,NA
811095,NA,2021,NA
811095,NA,2022,NA
811102,NA,2009,NA
811102,NA,2010,NA
811105,NA,2008,NA
811105,NA,2009,NA
811105,NA,2010,NA
811105,NA,2011,NA
811105,NA,2012,NA
811105,NA,2013,NA
811105,NA,2014,NA
811105,NA,2015,NA
811105,NA,2016,NA
811105,NA,2017,NA
811105,NA,2018,NA
811105,NA,2019,NA
811105,NA,2020,NA
811105,NA,2021,NA
811105,NA,2022,NA
811107,1,2022,NA
811108,1,2008,0
811108,1,2009,0
811108,1,2010,0
811108,1,2011,0
811108,1,2012,0
811108,1,2013,0
811108,1,2014,0
811108,1,2015,0
811108,1,2016,0
811108,1,2017,0
811108,1,2018,0
811108,1,2019,0
811108,1,2020,0
811108,1,2021,0
811108,1,2022,NA
811111,1,2014,0
811111,1,2015,0
811111,1,2016,NA
811114,NA,2015,NA
811114,NA,2016,NA
811114,NA,2017,NA
811114,NA,2018,NA
811114,1,2019,0
811114,1,2020,0
811114,1,2021,0
811114,1,2022,NA
811115,1,2020,0
811115,1,2021,0
811115,1,2022,NA
811120,1,2017,0
811120,1,2018,NA
811123,1,2008,NA
811126,1,2017,0
811126,1,2018,0
811126,1,2019,0
811126,1,2020,0
811126,1,2021,0
811126,1,2022,NA
811129,1,2008,0
811129,1,2009,NA
811130,1,2022,NA
811132,NA,2017,NA
811132,NA,2018,NA
811132,NA,2019,NA
811132,NA,2020,NA
811132,NA,2021,NA
811132,1,2022,NA
811135,NA,2018,NA
811135,NA,2019,NA
811141,NA,2012,NA
811141,NA,2013,NA
811141,NA,2014,NA
811141,NA,2015,NA
811141,NA,2016,NA
811141,NA,2017,NA
811141,NA,2018,NA
811141,NA,2019,NA
811141,NA,2020,NA
811141,NA,2021,NA
811141,NA,2022,NA
811145,NA,2009,NA
811145,NA,2010,NA
811145,NA,2011,NA
811145,NA,2012,NA
811145,NA,2013,NA
811145,NA,2014,NA
811147,1,2020,0
811147,1,2021,0
811147,1,2022,NA
811148,1,2008,0
811148,1,2009,NA
811150,1,2022,NA
811153,1,2022,NA
811154,1,2008,0
811154,1,2009,0
811154,1,2010,0
811154,1,2011,NA
811160,1,2008,0
811160,1,2009,0
811160,1,2010,0
811160,1,2011,0
811160,1,2012,0
811160,1,2013,0
811160,1,2014,0
811160,1,2015,0
811160,1,2016,0
811160,1,2017,0
811160,1,2018,0
811160,1,2019,0
811160,1,2020,NA
811160,NA,2021,NA
811160,1,2022,NA
811163,1,2017,0
811163,1,2018,0
811163,1,2019,0
811163,1,2020,NA
811166,NA,2008,NA
811166,NA,2009,NA
811166,NA,2010,NA
811169,1,2008,0
811169,1,2009,NA
811172,1,2008,0
811172,1,2009,0
811172,1,2010,0
811172,1,2011,0
811172,1,2012,NA
811172,NA,2013,NA
811172,NA,2014,NA
811172,NA,2015,NA
811172,NA,2016,NA
811172,NA,2017,NA
811172,NA,2018,NA
811172,NA,2019,NA
811172,NA,2020,NA
811172,NA,2021,NA
811172,NA,2022,NA
811175,1,2014,0
811175,1,2015,0
811175,1,2016,0
811175,1,2017,0
811175,1,2018,0
811175,1,2019,NA
811176,NA,2022,NA
811181,NA,2012,NA
811181,NA,2013,NA
811181,NA,2014,NA
811181,NA,2015,NA
811181,NA,2016,NA
811181,NA,2017,NA
811181,1,2018,0
811181,1,2019,0
811181,1,2020,0
811181,1,2021,0
811181,1,2022,NA
811182,NA,2022,NA
811184,NA,2012,NA
811184,NA,2013,NA
811184,NA,2014,NA
811187,1,2008,0
811187,1,2009,0
811187,1,2010,0
811187,1,2011,0
811187,1,2012,0
811187,1,2013,NA
811187,NA,2014,NA
811187,NA,2015,NA
811187,NA,2016,NA
811187,NA,2017,NA
811187,NA,2018,NA
811187,NA,2019,NA
811187,NA,2020,NA
811187,NA,2021,NA
811187,NA,2022,NA
811190,1,2008,0
811190,1,2009,0
811190,1,2010,NA
811196,0,2012,0
811196,1,2013,0
811196,1,2014,0
811196,1,2015,0
811196,1,2016,0
811196,1,2017,0
811196,1,2018,0
811196,1,2019,0
811196,1,2020,0
811196,1,2021,NA
811199,0,2008,0
811199,1,2009,1
811199,0,2010,0
811199,0,2011,NA
811199,NA,2012,NA
811199,NA,2013,NA
811199,NA,2014,NA
811199,NA,2015,NA
811199,NA,2016,NA
811199,NA,2017,NA
811199,NA,2018,NA
811199,NA,2019,NA
811199,NA,2020,NA
811199,NA,2021,NA
811199,NA,2022,NA
811200,NA,2022,NA
811203,1,2008,0
811203,1,2009,0
811203,1,2010,0
811203,1,2011,NA
811206,NA,2008,NA
811206,1,2009,0
811206,1,2010,0
811206,1,2011,0
811206,1,2012,NA
811209,1,2008,0
811209,1,2009,0
811209,1,2010,NA
811212,1,2010,0
811212,1,2011,0
811212,1,2012,0
811212,1,2013,0
811212,1,2014,0
811212,1,2015,1
811212,0,2016,0
811212,0,2017,0
811212,0,2018,NA
811212,NA,2019,NA
811212,1,2020,0
811212,1,2021,0
811212,1,2022,NA
811215,NA,2017,NA
811218,1,2010,NA
811219,1,2020,0
811219,1,2021,NA
811221,1,2008,0
811221,1,2009,NA
811224,1,2008,0
811224,1,2009,0
811224,1,2010,0
811224,1,2011,0
811224,1,2012,NA
811224,NA,2013,NA
811224,NA,2014,NA
811224,NA,2015,NA
811224,NA,2016,NA
811224,NA,2017,NA
811227,1,2017,NA
811227,NA,2018,NA
811230,NA,2017,NA
811231,1,2022,NA
811233,1,2017,0
811233,1,2018,0
811233,1,2019,0
811233,1,2020,0
811233,1,2021,0
811233,1,2022,NA
811239,1,2010,0
811239,1,2011,0
811239,1,2012,NA
811243,1,2022,NA
811251,NA,2009,NA
811251,NA,2010,NA
811257,NA,2012,NA
811257,NA,2013,NA
811257,NA,2014,NA
811257,NA,2015,NA
811257,NA,2016,NA
811257,NA,2017,NA
811260,1,2017,0
811260,1,2018,0
811260,1,2019,0
811260,1,2020,0
811260,1,2021,0
811260,1,2022,NA
811261,1,2020,0
811261,1,2021,0
811261,1,2022,NA
811264,1,2008,0
811264,1,2009,0
811264,1,2010,0
811264,1,2011,0
811264,1,2012,0
811264,1,2013,0
811264,1,2014,1
811264,0,2015,0
811264,0,2016,0
811264,1,2017,0
811264,1,2018,0
811264,1,2019,0
811264,1,2020,0
811264,1,2021,0
811264,1,2022,NA
811267,NA,2008,NA
811267,NA,2009,NA
811267,NA,2010,NA
811267,NA,2011,NA
811267,NA,2012,NA
811267,NA,2013,NA
811267,NA,2014,NA
811267,NA,2015,NA
811267,NA,2016,NA
811267,NA,2017,NA
811277,NA,2021,NA
811277,1,2022,NA
811279,1,2014,0
811279,1,2015,0
811279,1,2016,0
811279,1,2017,0
811279,1,2018,NA
811279,NA,2019,NA
811282,1,2008,0
811282,1,2009,0
811282,1,2010,0
811282,1,2011,NA
811282,NA,2012,NA
811282,1,2013,0
811282,1,2014,0
811282,1,2015,0
811282,1,2016,0
811282,1,2017,0
811282,1,2018,0
811282,1,2019,0
811282,1,2020,0
811282,1,2021,NA
811285,1,2008,0
811285,1,2009,NA
811291,NA,2017,NA
811291,NA,2018,NA
811291,1,2019,0
811291,1,2020,0
811291,1,2021,0
811291,1,2022,NA
811294,NA,2009,NA
811294,NA,2010,NA
811294,NA,2011,NA
811297,1,2008,0
811297,1,2009,0
811297,1,2010,0
811297,1,2011,0
811297,1,2012,0
811297,1,2013,0
811297,1,2014,0
811297,1,2015,0
811297,1,2016,0
811297,1,2017,0
811297,1,2018,0
811297,1,2019,0
811297,1,2020,0
811297,1,2021,NA
811297,NA,2022,NA
811298,1,2018,0
811298,1,2019,0
811298,1,2020,0
811298,1,2021,0
811298,1,2022,NA
811299,NA,2022,NA
811303,1,2014,0
811303,1,2015,NA
811306,1,2014,0
811306,1,2015,0
811306,1,2016,NA
811309,NA,2008,NA
811309,NA,2009,NA
811309,NA,2010,NA
811309,NA,2011,NA
811309,NA,2012,NA
811309,NA,2013,NA
811309,NA,2014,NA
811309,NA,2015,NA
811309,NA,2016,NA
811309,NA,2017,NA
811309,NA,2018,NA
811309,NA,2019,NA
811309,NA,2020,NA
811309,NA,2021,NA
811309,NA,2022,NA
811312,1,2008,NA
811315,1,2014,0
811315,1,2015,NA
811322,1,2008,NA
811325,1,2008,0
811325,1,2009,NA
811331,NA,2012,NA
811331,NA,2013,NA
811331,NA,2014,NA
811334,1,2008,0
811334,1,2009,0
811334,1,2010,0
811334,1,2011,0
811334,1,2012,0
811334,1,2013,NA
811334,NA,2014,NA
811334,NA,2015,NA
811334,NA,2016,NA
811334,NA,2017,NA
811334,NA,2018,NA
811334,NA,2019,NA
811334,NA,2020,NA
811334,NA,2021,NA
811334,NA,2022,NA
811335,1,2020,0
811335,1,2021,NA
811340,1,2008,0
811340,1,2009,NA
811343,1,2012,0
811343,1,2013,NA
811346,1,2008,0
811346,1,2009,0
811346,1,2010,0
811346,1,2011,0
811346,1,2012,0
811346,1,2013,0
811346,1,2014,0
811346,1,2015,0
811346,1,2016,NA
811349,NA,2012,NA
811349,NA,2013,NA
811349,NA,2014,NA
811349,NA,2015,NA
811349,NA,2016,NA
811349,NA,2017,NA
811349,NA,2018,NA
811349,NA,2019,NA
811349,NA,2020,NA
811349,NA,2021,NA
811349,NA,2022,NA
811358,NA,2013,NA
811358,NA,2014,NA
811358,NA,2015,NA
811358,NA,2016,NA
811358,NA,2017,NA
811358,1,2018,0
811358,1,2019,0
811358,1,2020,0
811358,1,2021,0
811358,1,2022,NA
811361,1,2017,0
811361,1,2018,0
811361,1,2019,0
811361,1,2020,0
811361,1,2021,0
811361,1,2022,NA
811364,1,2009,0
811364,1,2010,0
811364,1,2011,0
811364,1,2012,0
811364,1,2013,0
811364,1,2014,0
811364,1,2015,NA
811364,NA,2016,NA
811364,1,2017,0
811364,1,2018,0
811364,1,2019,0
811364,1,2020,0
811364,1,2021,0
811364,1,2022,NA
811367,1,2008,0
811367,1,2009,0
811367,1,2010,0
811367,1,2011,NA
811369,1,2020,NA
811370,1,2008,0
811370,1,2009,0
811370,1,2010,NA
811373,NA,2014,NA
811373,NA,2015,NA
811373,NA,2016,NA
811373,NA,2017,NA
811373,NA,2018,NA
811373,NA,2019,NA
811373,NA,2020,NA
811373,NA,2021,NA
811373,NA,2022,NA
811380,NA,2008,NA
811380,NA,2009,NA
811380,NA,2010,NA
811380,NA,2011,NA
811380,NA,2012,NA
811380,NA,2013,NA
811380,NA,2014,NA
811380,NA,2015,NA
811380,NA,2016,NA
811380,NA,2017,NA
811380,NA,2018,NA
811380,NA,2019,NA
811380,NA,2020,NA
811383,1,2014,0
811383,1,2015,0
811383,1,2016,0
811383,1,2017,0
811383,1,2018,0
811383,1,2019,0
811383,1,2020,0
811383,1,2021,0
811383,1,2022,NA
811384,NA,2020,NA
811384,NA,2021,NA
811384,NA,2022,NA
811385,NA,2022,NA
811386,NA,2008,NA
811386,NA,2009,NA
811386,NA,2010,NA
811386,NA,2011,NA
811386,NA,2012,NA
811386,NA,2013,NA
811386,NA,2014,NA
811386,NA,2015,NA
811386,NA,2016,NA
811386,NA,2017,NA
811386,NA,2018,NA
811386,NA,2019,NA
811386,NA,2020,NA
811386,NA,2021,NA
811386,NA,2022,NA
811389,1,2014,NA
811392,NA,2008,NA
811392,NA,2009,NA
811392,NA,2010,NA
811392,NA,2011,NA
811392,NA,2012,NA
811392,NA,2013,NA
811392,NA,2014,NA
811392,NA,2015,NA
811392,NA,2016,NA
811392,NA,2017,NA
811392,NA,2018,NA
811392,NA,2019,NA
811392,NA,2020,NA
811404,1,2008,0
811404,1,2009,0
811404,1,2010,0
811404,1,2011,NA
811407,1,2008,0
811407,1,2009,NA
811410,NA,2008,NA
811410,NA,2009,NA
811410,NA,2010,NA
811410,NA,2011,NA
811410,NA,2012,NA
811410,NA,2013,NA
811410,NA,2014,NA
811410,NA,2015,NA
811410,NA,2016,NA
811410,NA,2017,NA
811410,NA,2018,NA
811410,NA,2019,NA
811410,NA,2020,NA
811410,NA,2021,NA
811410,NA,2022,NA
811413,1,2008,0
811413,1,2009,0
811413,1,2010,0
811413,1,2011,0
811413,1,2012,NA
811414,1,2022,NA
811416,1,2008,0
811416,1,2009,NA
811417,1,2022,NA
811419,1,2012,0
811419,1,2013,0
811419,1,2014,0
811419,1,2015,0
811419,1,2016,0
811419,1,2017,0
811419,1,2018,0
811419,1,2019,0
811419,1,2020,0
811419,1,2021,0
811419,1,2022,NA
811422,1,2014,0
811422,1,2015,0
811422,1,2016,0
811422,1,2017,NA
811425,0,2008,0
811425,1,2009,0
811425,1,2010,0
811425,1,2011,0
811425,1,2012,0
811425,1,2013,0
811425,1,2014,0
811425,1,2015,0
811425,1,2016,0
811425,1,2017,0
811425,1,2018,0
811425,1,2019,0
811425,1,2020,0
811425,1,2021,0
811425,1,2022,NA
811428,1,2008,0
811428,1,2009,0
811428,1,2010,0
811428,1,2011,NA
811431,1,2008,0
811431,1,2009,NA
811434,0,2009,0
811434,1,2010,0
811434,1,2011,0
811434,1,2012,0
811434,1,2013,0
811434,1,2014,0
811434,1,2015,0
811434,1,2016,0
811434,1,2017,0
811434,1,2018,0
811434,1,2019,NA
811437,1,2017,0
811437,1,2018,0
811437,1,2019,0
811437,1,2020,0
811437,1,2021,0
811437,1,2022,NA
811441,0,2014,NA
811444,1,2017,0
811444,1,2018,0
811444,1,2019,0
811444,1,2020,0
811444,1,2021,0
811444,1,2022,NA
811447,NA,2010,NA
811447,NA,2011,NA
811456,1,2008,0
811456,1,2009,0
811456,1,2010,0
811456,1,2011,0
811456,1,2012,0
811456,1,2013,0
811456,1,2014,0
811456,1,2015,0
811456,1,2016,0
811456,1,2017,0
811456,1,2018,0
811456,1,2019,0
811456,1,2020,0
811456,1,2021,NA
811465,1,2008,0
811465,1,2009,0
811465,1,2010,0
811465,1,2011,NA
811467,NA,2020,NA
811467,NA,2021,NA
811467,NA,2022,NA
811468,1,2008,0
811468,1,2009,0
811468,1,2010,0
811468,1,2011,NA
811471,1,2008,0
811471,1,2009,0
811471,1,2010,NA
811472,NA,2022,NA
811477,1,2009,0
811477,1,2010,0
811477,1,2011,0
811477,1,2012,0
811477,1,2013,0
811477,1,2014,0
811477,1,2015,NA
811477,NA,2016,NA
811477,NA,2017,NA
811477,NA,2018,NA
811477,NA,2019,NA
811477,NA,2020,NA
811477,NA,2021,NA
811477,NA,2022,NA
811480,NA,2014,NA
811480,NA,2015,NA
811480,NA,2016,NA
811482,1,2020,0
811482,1,2021,0
811482,1,2022,NA
811483,1,2014,0
811483,1,2015,0
811483,1,2016,NA
811486,1,2008,0
811486,1,2009,NA
811489,0,2012,NA
811492,NA,2008,NA
811492,NA,2009,NA
811492,NA,2010,NA
811492,1,2011,0
811492,1,2012,0
811492,1,2013,0
811492,1,2014,NA
811499,1,2008,0
811499,1,2009,0
811499,1,2010,0
811499,1,2011,NA
811505,NA,2014,NA
811505,NA,2015,NA
811505,NA,2016,NA
811505,NA,2017,NA
811505,NA,2018,NA
811505,NA,2019,NA
811505,NA,2020,NA
811505,NA,2021,NA
811511,1,2017,NA
811518,1,2020,0
811518,1,2021,0
811518,1,2022,NA
811520,1,2017,0
811520,1,2018,0
811520,1,2019,0
811520,1,2020,0
811520,1,2021,0
811520,1,2022,NA
811523,1,2010,0
811523,1,2011,0
811523,1,2012,0
811523,1,2013,0
811523,1,2014,0
811523,1,2015,0
811523,1,2016,0
811523,1,2017,0
811523,1,2018,0
811523,1,2019,0
811523,1,2020,0
811523,1,2021,0
811523,1,2022,NA
811528,1,2020,0
811528,1,2021,0
811528,1,2022,NA
811529,NA,2008,NA
811529,NA,2009,NA
811529,NA,2010,NA
811532,NA,2008,NA
811532,NA,2009,NA
811535,1,2008,0
811535,1,2009,0
811535,1,2010,0
811535,1,2011,0
811535,1,2012,0
811535,1,2013,0
811535,1,2014,0
811535,1,2015,0
811535,1,2016,0
811535,1,2017,0
811535,1,2018,0
811535,1,2019,0
811535,1,2020,0
811535,1,2021,0
811535,1,2022,NA
811537,1,2022,NA
811540,NA,2020,NA
811541,1,2008,0
811541,1,2009,0
811541,1,2010,0
811541,1,2011,NA
811543,1,2022,NA
811544,1,2014,0
811544,1,2015,NA
811547,1,2014,0
811547,1,2015,NA
811550,1,2008,0
811550,1,2009,NA
811557,1,2008,0
811557,1,2009,0
811557,1,2010,0
811557,1,2011,0
811557,1,2012,0
811557,1,2013,0
811557,1,2014,0
811557,1,2015,0
811557,1,2016,NA
811557,NA,2017,NA
811557,NA,2018,NA
811557,NA,2019,NA
811557,NA,2020,NA
811557,NA,2021,NA
811557,NA,2022,NA
811560,1,2008,NA
811563,1,2014,NA
811566,NA,2008,NA
811566,NA,2009,NA
811566,NA,2010,NA
811569,NA,2014,NA
811569,NA,2015,NA
811569,NA,2016,NA
811569,NA,2017,NA
811569,NA,2018,NA
811569,NA,2019,NA
811569,NA,2020,NA
811575,1,2008,0
811575,1,2009,NA
811578,0,2014,0
811578,0,2015,0
811578,0,2016,NA
811578,NA,2017,NA
811578,NA,2018,NA
811578,NA,2019,NA
811578,NA,2020,NA
811578,NA,2021,NA
811578,NA,2022,NA
811581,1,2017,NA
811582,1,2022,NA
811584,1,2014,0
811584,1,2015,0
811584,1,2016,0
811584,1,2017,0
811584,1,2018,0
811584,1,2019,0
811584,1,2020,0
811584,1,2021,0
811584,1,2022,NA
811585,NA,2022,NA
811587,NA,2010,NA
811587,NA,2011,NA
811587,NA,2012,NA
811587,NA,2013,NA
811587,NA,2014,NA
811587,NA,2015,NA
811587,NA,2016,NA
811587,NA,2017,NA
811587,NA,2018,NA
811587,NA,2019,NA
811587,NA,2020,NA
811587,NA,2021,NA
811587,NA,2022,NA
811590,1,2016,NA
811593,1,2008,0
811593,1,2009,0
811593,1,2010,0
811593,1,2011,0
811593,1,2012,0
811593,1,2013,0
811593,1,2014,0
811593,1,2015,0
811593,1,2016,0
811593,1,2017,NA
811593,NA,2018,NA
811593,NA,2019,NA
811593,NA,2020,NA
811593,NA,2021,NA
811593,NA,2022,NA
811599,NA,2017,NA
811599,NA,2018,NA
811599,NA,2019,NA
811602,1,2017,0
811602,1,2018,0
811602,1,2019,NA
811605,1,2008,NA
811608,1,2008,0
811608,1,2009,0
811608,1,2010,0
811608,1,2011,0
811608,1,2012,0
811608,1,2013,0
811608,1,2014,0
811608,1,2015,0
811608,1,2016,0
811608,1,2017,0
811608,1,2018,0
811608,1,2019,1
811608,0,2020,0
811608,0,2021,0
811608,1,2022,NA
811611,1,2008,0
811611,1,2009,0
811611,1,2010,0
811611,1,2011,0
811611,1,2012,0
811611,1,2013,0
811611,1,2014,0
811611,1,2015,0
811611,1,2016,0
811611,1,2017,0
811611,1,2018,0
811611,1,2019,0
811611,1,2020,0
811611,1,2021,0
811611,1,2022,NA
811614,1,2008,0
811614,1,2009,0
811614,1,2010,0
811614,1,2011,0
811614,1,2012,0
811614,1,2013,0
811614,1,2014,0
811614,1,2015,NA
811618,1,2017,0
811618,1,2018,0
811618,1,2019,NA
811621,1,2008,0
811621,1,2009,0
811621,1,2010,0
811621,1,2011,0
811621,1,2012,0
811621,1,2013,0
811621,1,2014,0
811621,1,2015,0
811621,1,2016,0
811621,1,2017,0
811621,1,2018,0
811621,1,2019,0
811621,1,2020,0
811621,1,2021,0
811621,1,2022,NA
811624,1,2008,0
811624,1,2009,0
811624,1,2010,0
811624,1,2011,0
811624,1,2012,NA
811627,1,2008,0
811627,1,2009,0
811627,1,2010,0
811627,1,2011,0
811627,1,2012,0
811627,1,2013,0
811627,1,2014,0
811627,1,2015,0
811627,1,2016,0
811627,1,2017,0
811627,1,2018,0
811627,1,2019,NA
811627,NA,2020,NA
811627,NA,2021,NA
811630,1,2008,0
811630,1,2009,NA
811631,1,2022,NA
811633,1,2012,0
811633,1,2013,0
811633,1,2014,1
811633,0,2015,0
811633,1,2016,NA
811636,1,2008,0
811636,1,2009,NA
811639,1,2014,0
811639,1,2015,NA
811645,1,2008,0
811645,1,2009,0
811645,1,2010,0
811645,1,2011,0
811645,1,2012,0
811645,1,2013,0
811645,1,2014,0
811645,1,2015,0
811645,1,2016,NA
811657,1,2014,0
811657,1,2015,0
811657,1,2016,0
811657,1,2017,0
811657,1,2018,0
811657,1,2019,0
811657,1,2020,0
811657,1,2021,0
811657,1,2022,NA
811660,1,2012,0
811660,1,2013,0
811660,1,2014,0
811660,1,2015,0
811660,1,2016,NA
